Word	MorphoLexSegm	Roots
vanillas	{(vanilla)}	['vanilla']
vanquished	{(vanquish)}	['vanquish']
vanquishes	{(vanquish)}	['vanquish']
vanquishing	{(vanquish)}	['vanquish']
vans	{(van)}	['van']
vapid	{(vapid)}	['vapid']
unctuous	{(unctuous)}	['unctuous']
undulates	{(undulate)}	['undulate']
unesco	{(unesco)}	['unesco']
unicef	{(unicef)}	['unicef']
uno's	{(uno)}	['uno']
trounced	{(trounce)}	['trounce']
trounces	{(trounce)}	['trounce']
trousseau	{(trousseau)}	['trousseau']
trouts	{(trout)}	['trout']
troves	{(trove)}	['trove']
trowels	{(trowel)}	['trowel']
truces	{(truce)}	['truce']
truckle	{(truckle)}	['truckle']
truckles	{(truckle)}	['truckle']
trudges	{(trudge)}	['trudge']
truffles	{(truffle)}	['truffle']
trumped	{(trump)}	['trump']
trumpery	{(trumpery)}	['trumpery']
trumpeted	{(trumpet)}	['trumpet']
trumpeting	{(trumpet)}	['trumpet']
trumpets	{(trumpet)}	['trumpet']
trumping	{(trump)}	['trump']
truncates	{(truncate)}	['truncate']
truncheon	{(truncheon)}	['truncheon']
truncheons	{(truncheon)}	['truncheon']
trundled	{(trundle)}	['trundle']
trundles	{(trundle)}	['trundle']
trussed	{(truss)}	['truss']
trussing	{(truss)}	['truss']
trysts	{(tryst)}	['tryst']
tsarina	{(tsarina)}	['tsarina']
tsarinas	{(tsarina)}	['tsarina']
tsars	{(tsar)}	['tsar']
tsetse	{(tsetse)}	['tsetse']
tsetses	{(tsetse)}	['tsetse']
tubas	{(tuba)}	['tuba']
tubed	{(tube)}	['tube']
tucks	{(tuck)}	['tuck']
tufted	{(tuft)}	['tuft']
tugs	{(tug)}	['tug']
tularemia	{(tularemia)}	['tularemia']
tumbrel	{(tumbrel)}	['tumbrel']
tumid	{(tumid)}	['tumid']
tumuli	{(tumuli)}	['tumuli']
tumults	{(tumult)}	['tumult']
tumulus	{(tumulus)}	['tumulus']
tumuluses	{(tumulus)}	['tumulus']
tun	{(tun)}	['tun']
tunas	{(tuna)}	['tuna']
tundras	{(tundra)}	['tundra']
tunics	{(tunic)}	['tunic']
tunis	{(tunis)}	['tunis']
tunnelled	{(tunnel)}	['tunnel']
tunnelling	{(tunnel)}	['tunnel']
tunny	{(tunny)}	['tunny']
tuns	{(tun)}	['tun']
tup	{(tup)}	['tup']
tups	{(tup)}	['tup']
turbaned	{(turban)}	['turban']
turbans	{(turban)}	['turban']
turbot	{(turbot)}	['turbot']
turbots	{(turbot)}	['turbot']
turds	{(turd)}	['turd']
tureen	{(tureen)}	['tureen']
tureens	{(tureen)}	['tureen']
turfed	{(turf)}	['turf']
turfing	{(turf)}	['turf']
turfs	{(turf)}	['turf']
turmoils	{(turmoil)}	['turmoil']
turners	{(turner)}	['turner']
turpitude	{(turpitude)}	['turpitude']
turps	{(turps)}	['turps']
turquoises	{(turquoise)}	['turquoise']
tussled	{(tussle)}	['tussle']
tussles	{(tussle)}	['tussle']
tussock	{(tussock)}	['tussock']
tussocks	{(tussock)}	['tussock']
tut	{(tut)}	['tut']
tutored	{(tutor)}	['tutor']
tuts	{(tut)}	['tut']
tutted	{(tut)}	['tut']
tutting	{(tut)}	['tut']
tuttle	{(tuttle)}	['tuttle']
tutus	{(tutu)}	['tutu']
tuxedos	{(tuxedo)}	['tuxedo']
twaddle	{(twaddle)}	['twaddle']
twaddled	{(twaddle)}	['twaddle']
twaddles	{(twaddle)}	['twaddle']
twains	{(twain)}	['twain']
twanged	{(twang)}	['twang']
twanging	{(twang)}	['twang']
twangs	{(twang)}	['twang']
tweaked	{(tweak)}	['tweak']
tweaking	{(tweak)}	['tweak']
tweaks	{(tweak)}	['tweak']
twee	{(twee)}	['twee']
tweeds	{(tweed)}	['tweed']
tweeted	{(tweet)}	['tweet']
tweeting	{(tweet)}	['tweet']
tweets	{(tweet)}	['tweet']
tweezers	{(tweezer)}	['tweezer']
twelves	{(twelve)}	['twelve']
twerps	{(twerp)}	['twerp']
twiddled	{(twiddle)}	['twiddle']
twiddles	{(twiddle)}	['twiddle']
twigging	{(twig)}	['twig']
twilit	{(twilit)}	['twilit']
twilled	{(twill)}	['twill']
twines	{(twine)}	['twine']
twinkled	{(twinkle)}	['twinkle']
twinkles	{(twinkle)}	['twinkle']
twinned	{(twin)}	['twin']
twinning	{(twin)}	['twin']
twirls	{(twirl)}	['twirl']
twitches	{(twitch)}	['twitch']
twits	{(twit)}	['twit']
twitted	{(twit)}	['twit']
twitters	{(twitter)}	['twitter']
twitting	{(twit)}	['twit']
tycoons	{(tycoon)}	['tycoon']
tykes	{(tyke)}	['tyke']
tympanum	{(tympanum)}	['tympanum']
tympanums	{(tympanum)}	['tympanum']
typhoons	{(typhoon)}	['typhoon']
tyre	{(tyre)}	['tyre']
tyres	{(tyre)}	['tyre']
tyrosine	{(tyrosine)}	['tyrosine']
u	{(u)}	['u']
u's	{(u)}	['u']
udders	{(udder)}	['udder']
uh	{(uh)}	['uh']
ulcers	{(ulcer)}	['ulcer']
ulster	{(ulster)}	['ulster']
ulsters	{(ulster)}	['ulster']
ultimatums	{(ultimatum)}	['ultimatum']
ululate	{(ululate)}	['ululate']
ululated	{(ululate)}	['ululate']
ululates	{(ululate)}	['ululate']
um	{(um)}	['um']
umlaut	{(umlaut)}	['umlaut']
umlauts	{(umlaut)}	['umlaut']
umpired	{(umpire)}	['umpire']
umpires	{(umpire)}	['umpire']
traffics	{(traffic)}	['traffic']
traipsed	{(traipse)}	['traipse']
traipses	{(traipse)}	['traipse']
trammel	{(trammel)}	['trammel']
trammelled	{(trammel)}	['trammel']
trammelling	{(trammel)}	['trammel']
trammels	{(trammel)}	['trammel']
tramping	{(tramp)}	['tramp']
tramples	{(trample)}	['trample']
trampolines	{(trampoline)}	['trampoline']
tramps	{(tramp)}	['tramp']
trams	{(tram)}	['tram']
transept	{(transept)}	['transept']
transepts	{(transept)}	['transept']
transmogrify	{(transmogrify)}	['transmogrify']
transmogrifying	{(transmogrify)}	['transmogrify']
trapezes	{(trapeze)}	['trapeze']
trapp	{(trap)}	['trap']
traumas	{(trauma)}	['trauma']
travails	{(travail)}	['travail']
travestying	{(travesty)}	['travesty']
trawled	{(trawl)}	['trawl']
trawling	{(trawl)}	['trawl']
trawls	{(trawl)}	['trawl']
treacle	{(treacle)}	['treacle']
treadled	{(treadle)}	['treadle']
treadles	{(treadle)}	['treadle']
treads	{(tread)}	['tread']
treatises	{(treatise)}	['treatise']
trebled	{(treble)}	['treble']
trebles	{(treble)}	['treble']
treeing	{(tree)}	['tree']
trefoils	{(trefoil)}	['trefoil']
trekking	{(trek)}	['trek']
treks	{(trek)}	['trek']
trellised	{(trellis)}	['trellis']
trellising	{(trellis)}	['trellis']
tremors	{(tremor)}	['tremor']
tremulous	{(tremulous)}	['tremulous']
trenched	{(trench)}	['trench']
trencher	{(trencher)}	['trencher']
trenchers	{(trencher)}	['trencher']
trenching	{(trench)}	['trench']
trending	{(trend)}	['trend']
trepan	{(trepan)}	['trepan']
trepanned	{(trepan)}	['trepan']
trepanning	{(trepan)}	['trepan']
trepans	{(trepan)}	['trepan']
trephine	{(trephine)}	['trephine']
trephined	{(trephine)}	['trephine']
trephines	{(trephine)}	['trephine']
trespassing	{(trespass)}	['trespass']
tresses	{(tress)}	['tress']
trevelyan	{(trevelyan)}	['trevelyan']
triads	{(triad)}	['triad']
tribunes	{(tribune)}	['tribune']
trice	{(trice)}	['trice']
tricking	{(trick)}	['trick']
trickled	{(trickle)}	['trickle']
trickles	{(trickle)}	['trickle']
trifles	{(trifle)}	['trifle']
triggering	{(trigger)}	['trigger']
triggers	{(trigger)}	['trigger']
trilby	{(trilby)}	['trilby']
trilling	{(trill)}	['trill']
trills	{(trill)}	['trill']
trimble	{(trimble)}	['trimble']
trimesters	{(trimester)}	['trimester']
trinitarian	{(trinitarian)}	['trinitarian']
trinitarians	{(trinitarian)}	['trinitarian']
triomphe	{(triomphe)}	['triomphe']
trios	{(trio)}	['trio']
triphenylphosphine	{(triphenylphosphine)}	['triphenylphosphine']
triples	{(triple)}	['triple']
triplex	{(triplex)}	['triplex']
tripos	{(tripos)}	['tripos']
triposes	{(tripos)}	['tripos']
trireme	{(trireme)}	['trireme']
triremes	{(trireme)}	['trireme']
trisodium	{(trisodium)}	['trisodium']
tristan	{(tristan)}	['tristan']
triumphed	{(triumph)}	['triumph']
triumphing	{(triumph)}	['triumph']
triumvir	{(triumvir)}	['triumvir']
triumvirs	{(triumvir)}	['triumvir']
triune	{(triune)}	['triune']
trivet	{(trivet)}	['trivet']
trivets	{(trivet)}	['trivet']
trod	{(trod)}	['trod']
troglodyte	{(troglodyte)}	['troglodyte']
troglodytes	{(troglodyte)}	['troglodyte']
troika	{(troika)}	['troika']
troikas	{(troika)}	['troika']
trojans	{(trojan)}	['trojan']
trolled	{(troll)}	['troll']
trolleys	{(trolley)}	['trolley']
trolling	{(troll)}	['troll']
trollops	{(trollop)}	['trollop']
trombones	{(trombone)}	['trombone']
trooped	{(troop)}	['troop']
trooping	{(troop)}	['troop']
tropez	{(tropez)}	['tropez']
troth	{(troth)}	['troth']
trots	{(trot)}	['trot']
trotsky	{(trotsky)}	['trotsky']
trotting	{(trot)}	['trot']
troubadours	{(troubadour)}	['troubadour']
timon	{(timon)}	['timon']
tims	{(tim)}	['tim']
tinctured	{(tincture)}	['tincture']
tinctures	{(tincture)}	['tincture']
tine	{(tine)}	['tine']
ting	{(ting)}	['ting']
tinged	{(tinge)}	['tinge']
tinges	{(tinge)}	['tinge']
tinging	{(ting)}	['ting']
tingled	{(tingle)}	['tingle']
tingles	{(tingle)}	['tingle']
tings	{(ting)}	['ting']
tinkered	{(tinker)}	['tinker']
tinkles	{(tinkle)}	['tinkle']
tinned	{(tin)}	['tin']
tins	{(tin)}	['tin']
tinselled	{(tinsel)}	['tinsel']
tinselling	{(tinsel)}	['tinsel']
tinsels	{(tinsel)}	['tinsel']
tinting	{(tint)}	['tint']
tipperary	{(tipperary)}	['tipperary']
tipple	{(tipple)}	['tipple']
tippled	{(tipple)}	['tipple']
tipples	{(tipple)}	['tipple']
titian	{(titian)}	['titian']
titillated	{(titillate)}	['titillate']
titillates	{(titillate)}	['titillate']
titivate	{(titivate)}	['titivate']
titivated	{(titivate)}	['titivate']
titivates	{(titivate)}	['titivate']
tito	{(tito)}	['tito']
titre	{(titre)}	['titre']
tittered	{(titter)}	['titter']
tittering	{(titter)}	['titter']
tittle	{(tittle)}	['tittle']
titus	{(titus)}	['titus']
toads	{(toad)}	['toad']
toasts	{(toast)}	['toast']
tobaccos	{(tobacco)}	['tobacco']
tobin	{(tobin)}	['tobin']
tobogganed	{(toboggan)}	['toboggan']
tobogganing	{(toboggan)}	['toboggan']
toboggans	{(toboggan)}	['toboggan']
toby	{(toby)}	['toby']
toccata	{(toccata)}	['toccata']
toccatas	{(toccata)}	['toccata']
tod	{(tod)}	['tod']
toddled	{(toddle)}	['toddle']
toddles	{(toddle)}	['toddle']
toff	{(toff)}	['toff']
toffees	{(toffee)}	['toffee']
toffs	{(toff)}	['toff']
togas	{(toga)}	['toga']
toggles	{(toggle)}	['toggle']
togo	{(togo)}	['togo']
toiling	{(toil)}	['toil']
toils	{(toil)}	['toil']
tokened	{(token)}	['token']
tokening	{(token)}	['token']
tolling	{(toll)}	['toll']
tomahawked	{(tomahawk)}	['tomahawk']
tomahawking	{(tomahawk)}	['tomahawk']
tomahawks	{(tomahawk)}	['tomahawk']
tombola	{(tombola)}	['tombola']
tombolas	{(tombola)}	['tombola']
tomkins	{(tomkins)}	['tomkins']
toms	{(tom)}	['tom']
tomtoms	{(tomtom)}	['tomtom']
toned	{(tone)}	['tone']
tonga	{(tonga)}	['tonga']
toni	{(toni)}	['toni']
tonne	{(tonne)}	['tonne']
tonnes	{(tonne)}	['tonne']
tonsils	{(tonsil)}	['tonsil']
tonsure	{(tonsure)}	['tonsure']
tonsured	{(tonsure)}	['tonsure']
tonsures	{(tonsure)}	['tonsure']
tooted	{(toot)}	['toot']
tooting	{(toot)}	['toot']
tootled	{(tootle)}	['tootle']
tootles	{(tootle)}	['tootle']
toots	{(toot)}	['toot']
topazes	{(topaz)}	['topaz']
tope	{(tope)}	['tope']
toped	{(tope)}	['tope']
topes	{(tope)}	['tope']
topiary	{(topiary)}	['topiary']
topples	{(topple)}	['topple']
toque	{(toque)}	['toque']
toques	{(toque)}	['toque']
tor	{(tor)}	['tor']
torah	{(torah)}	['torah']
toreador	{(toreador)}	['toreador']
toreadors	{(toreador)}	['toreador']
torments	{(torment)}	['torment']
tornados	{(tornado)}	['tornado']
torpedoed	{(torpedo)}	['torpedo']
torpedoing	{(torpedo)}	['torpedo']
torpedos	{(torpedo)}	['torpedo']
torpid	{(torpid)}	['torpid']
torpor	{(torpor)}	['torpor']
torpors	{(torpor)}	['torpor']
torques	{(torque)}	['torque']
torrence	{(torrence)}	['torrence']
tors	{(tor)}	['tor']
tortillas	{(tortilla)}	['tortilla']
torts	{(tort)}	['tort']
tosca	{(tosca)}	['tosca']
toscanini	{(toscanini)}	['toscanini']
tosh	{(tosh)}	['tosh']
toshes	{(tosh)}	['tosh']
totalling	{(total)}	['total']
toted	{(tote)}	['tote']
totems	{(totem)}	['totem']
totes	{(tote)}	['tote']
tots	{(tot)}	['tot']
tottered	{(totter)}	['totter']
totters	{(totter)}	['totter']
toucans	{(toucan)}	['toucan']
touche	{(touche)}	['touche']
toulouse	{(toulouse)}	['toulouse']
toupees	{(toupee)}	['toupee']
tourneys	{(tourney)}	['tourney']
tousles	{(tousle)}	['tousle']
touted	{(tout)}	['tout']
touting	{(tout)}	['tout']
touts	{(tout)}	['tout']
towelled	{(towel)}	['towel']
towelling	{(towel)}	['towel']
towered	{(tower)}	['tower']
towing	{(tow)}	['tow']
town's	{(town)}	['town']
tows	{(tow)}	['tow']
toynbee	{(toynbee)}	['toynbee']
trachoma	{(trachoma)}	['trachoma']
trad	{(trad)}	['trad']
trafficking	{(traffic)}	['traffic']
termites	{(termite)}	['termite']
tern	{(tern)}	['tern']
terns	{(tern)}	['tern']
terpsichore	{(terpsichore)}	['terpsichore']
terpsichorean	{(terpsichorean)}	['terpsichorean']
terramycin	{(terramycin)}	['terramycin']
terrapin	{(terrapin)}	['terrapin']
terrapins	{(terrapin)}	['terrapin']
terylene	{(terylene)}	['terylene']
tessellate	{(tessellate)}	['tessellate']
tessellated	{(tessellate)}	['tessellate']
tessellates	{(tessellate)}	['tessellate']
testicles	{(testicle)}	['testicle']
testings	{(test)}	['test']
testis	{(testis)}	['testis']
tetchy	{(tetchy)}	['tetchy']
tethering	{(tether)}	['tether']
teutonic	{(teutonic)}	['teutonic']
thackeray	{(thackeray)}	['thackeray']
thais	{(thai)}	['thai']
thane	{(thane)}	['thane']
thanes	{(thane)}	['thane']
thatched	{(thatch)}	['thatch']
thatching	{(thatch)}	['thatch']
thaws	{(thaw)}	['thaw']
thayer	{(thayer)}	['thayer']
thefts	{(theft)}	['theft']
theodolite	{(theodolite)}	['theodolite']
theodolites	{(theodolite)}	['theodolite']
thesauruses	{(thesaurus)}	['thesaurus']
thieved	{(thieve)}	['thieve']
thimbles	{(thimble)}	['thimble']
thins	{(thin)}	['thin']
thiouracil	{(thiouracil)}	['thiouracil']
thirsting	{(thirst)}	['thirst']
thirsts	{(thirst)}	['thirst']
this'll	{(this)}	['this']
thistles	{(thistle)}	['thistle']
thongs	{(thong)}	['thong']
thoraxes	{(thorax)}	['thorax']
thornton	{(thornton)}	['thornton']
thorp	{(thorp)}	['thorp']
thraldom	{(thraldom)}	['thraldom']
thrall	{(thrall)}	['thrall']
thralls	{(thrall)}	['thrall']
thrashes	{(thrash)}	['thrash']
thrashing	{(thrash)}	['thrash']
thrashings	{(thrash)}	['thrash']
threnody	{(threnody)}	['threnody']
threshes	{(thresh)}	['thresh']
threshhold	{(threshhold)}	['threshhold']
thresholds	{(threshold)}	['threshold']
throbs	{(throb)}	['throb']
thronged	{(throng)}	['throng']
thronging	{(throng)}	['throng']
throngs	{(throng)}	['throng']
throttles	{(throttle)}	['throttle']
throve	{(throve)}	['throve']
thrummed	{(thrum)}	['thrum']
thrumming	{(thrum)}	['thrum']
thrums	{(thrum)}	['thrum']
thrushes	{(thrush)}	['thrush']
thudded	{(thud)}	['thud']
thule	{(thule)}	['thule']
thumps	{(thump)}	['thump']
thunders	{(thunder)}	['thunder']
thwacked	{(thwack)}	['thwack']
thwacking	{(thwack)}	['thwack']
thwacks	{(thwack)}	['thwack']
thwarts	{(thwart)}	['thwart']
thyratron	{(thyratron)}	['thyratron']
thyrotoxic	{(thyrotoxic)}	['thyrotoxic']
thyroxine	{(thyroxine)}	['thyroxine']
ti	{(ti)}	['ti']
tiaras	{(tiara)}	['tiara']
tibias	{(tibia)}	['tibia']
ticketed	{(ticket)}	['ticket']
ticketing	{(ticket)}	['ticket']
tickles	{(tickle)}	['tickle']
tics	{(tic)}	['tic']
tiffin	{(tiffin)}	['tiffin']
tiffs	{(tiff)}	['tiff']
tights	{(tight)}	['tight']
tigris	{(tigris)}	['tigris']
tilde	{(tilde)}	['tilde']
tildes	{(tilde)}	['tilde']
tillie	{(tillie)}	['tillie']
tills	{(till)}	['till']
tilths	{(tilth)}	['tilth']
timbres	{(timbre)}	['timbre']
tammy	{(tammy)}	['tammy']
tamped	{(tamp)}	['tamp']
tamping	{(tamp)}	['tamp']
tampons	{(tampon)}	['tampon']
tamps	{(tamp)}	['tamp']
tandems	{(tandem)}	['tandem']
tangerines	{(tangerine)}	['tangerine']
tangier	{(tangier)}	['tangier']
tangles	{(tangle)}	['tangle']
tangoed	{(tango)}	['tango']
tangoing	{(tango)}	['tango']
tankards	{(tankard)}	['tankard']
tannic	{(tannic)}	['tannic']
tanning	{(tan)}	['tan']
tannings	{(tan)}	['tan']
tannoy	{(tannoy)}	['tannoy']
tannoys	{(tannoy)}	['tannoy']
tans	{(tan)}	['tan']
tansy	{(tansy)}	['tansy']
tantalized	{(tantalize)}	['tantalize']
tantalizes	{(tantalize)}	['tantalize']
tapers	{(taper)}	['taper']
tapir	{(tapir)}	['tapir']
tapirs	{(tapir)}	['tapir']
tapis	{(tapis)}	['tapis']
tappet	{(tappet)}	['tappet']
tappets	{(tappet)}	['tappet']
tapster	{(tapster)}	['tapster']
tapsters	{(tapster)}	['tapster']
tarantella	{(tarantella)}	['tarantella']
tarantellas	{(tarantella)}	['tarantella']
tarantulas	{(tarantula)}	['tarantula']
taras	{(tara)}	['tara']
tariffs	{(tariff)}	['tariff']
tarmac	{(tarmac)}	['tarmac']
tarmacs	{(tarmac)}	['tarmac']
tarnishes	{(tarnish)}	['tarnish']
tarnishing	{(tarnish)}	['tarnish']
tarpons	{(tarpon)}	['tarpon']
tarrant	{(tarrant)}	['tarrant']
tarring	{(tar)}	['tar']
tarrying	{(tarry)}	['tarry']
tars	{(tar)}	['tar']
tartans	{(tartan)}	['tartan']
tartars	{(tartar)}	['tartar']
tarts	{(tart)}	['tart']
tasked	{(task)}	['task']
tasking	{(task)}	['task']
tasselled	{(tassel)}	['tassel']
tat	{(tat)}	['tat']
tate	{(tate)}	['tate']
tats	{(tat)}	['tat']
tatted	{(tat)}	['tat']
tatting	{(tat)}	['tat']
tattled	{(tattle)}	['tattle']
tattles	{(tattle)}	['tattle']
tattooing	{(tattoo)}	['tattoo']
tattoos	{(tattoo)}	['tattoo']
tauruses	{(taurus)}	['taurus']
tawdry	{(tawdry)}	['tawdry']
tawney	{(tawney)}	['tawney']
taylors	{(taylor)}	['taylor']
teak	{(teak)}	['teak']
teasel	{(teasel)}	['teasel']
teasels	{(teasel)}	['teasel']
teases	{(tease)}	['tease']
tech's	{(tech)}	['tech']
techs	{(tech)}	['tech']
teds	{(ted)}	['ted']
teed	{(tee)}	['tee']
teeing	{(tee)}	['tee']
teemed	{(teem)}	['teem']
tees	{(tee)}	['tee']
teetered	{(teeter)}	['teeter']
teeters	{(teeter)}	['teeter']
teethed	{(teethe)}	['teethe']
teethes	{(teethe)}	['teethe']
teheran	{(teheran)}	['teheran']
tel	{(tel)}	['tel']
telex	{(telex)}	['telex']
telexed	{(telex)}	['telex']
telexes	{(telex)}	['telex']
telexing	{(telex)}	['telex']
temerarious	{(temerarious)}	['temerarious']
tempering	{(temper)}	['temper']
tempests	{(tempest)}	['tempest']
templates	{(template)}	['template']
templeman	{(templeman)}	['templeman']
tempore	{(tempore)}	['tempore']
temps	{(temp)}	['temp']
tench	{(tench)}	['tench']
tenches	{(tench)}	['tench']
tendering	{(tender)}	['tender']
tenders	{(tender)}	['tender']
tendrils	{(tendril)}	['tendril']
tenebrous	{(tenebrous)}	['tenebrous']
tenon	{(tenon)}	['tenon']
tenons	{(tenon)}	['tenon']
tenterhooks	{(tenterhook)}	['tenterhook']
tenures	{(tenure)}	['tenure']
surreys	{(surrey)}	['surrey']
surrounds	{(surround)}	['surround']
surtout	{(surtout)}	['surtout']
sus	{(sus)}	['sus']
swagged	{(swag)}	['swag']
sutherland	{(sutherland)}	['sutherland']
suttee	{(suttee)}	['suttee']
suttees	{(suttee)}	['suttee']
sutures	{(suture)}	['suture']
suzerain	{(suzerain)}	['suzerain']
suzerains	{(suzerain)}	['suzerain']
swabbing	{(swab)}	['swab']
swabs	{(swab)}	['swab']
swaddled	{(swaddle)}	['swaddle']
swaddles	{(swaddle)}	['swaddle']
swaggers	{(swagger)}	['swagger']
swagging	{(swag)}	['swag']
swags	{(swag)}	['swag']
swain	{(swain)}	['swain']
swains	{(swain)}	['swain']
swamis	{(swami)}	['swami']
swanked	{(swank)}	['swank']
swanking	{(swank)}	['swank']
swanks	{(swank)}	['swank']
swanned	{(swann)}	['swann']
swanning	{(swann)}	['swann']
swapped	{(swap)}	['swap']
swapping	{(swap)}	['swap']
swaps	{(swap)}	['swap']
sward	{(sward)}	['sward']
swart	{(swart)}	['swart']
swashed	{(swash)}	['swash']
swashes	{(swash)}	['swash']
swashing	{(swash)}	['swash']
swastikas	{(swastika)}	['swastika']
swathes	{(swathe)}	['swathe']
swaths	{(swath)}	['swath']
swats	{(swat)}	['swat']
swatted	{(swat)}	['swat']
swatting	{(swat)}	['swat']
sways	{(sway)}	['sway']
sweats	{(sweat)}	['sweat']
swede	{(swede)}	['swede']
sweeney	{(sweeney)}	['sweeney']
sweeps	{(sweep)}	['sweep']
sweltered	{(swelter)}	['swelter']
swelters	{(swelter)}	['swelter']
swerves	{(swerve)}	['swerve']
swift's	{(swift)}	['swift']
swifts	{(swift)}	['swift']
swigged	{(swig)}	['swig']
swigging	{(swig)}	['swig']
swigs	{(swig)}	['swig']
swilled	{(swill)}	['swill']
swilling	{(swill)}	['swill']
swills	{(swill)}	['swill']
swims	{(swim)}	['swim']
swinburne	{(swinburne)}	['swinburne']
swindles	{(swindle)}	['swindle']
swinge	{(swinge)}	['swinge']
swinged	{(swinge)}	['swinge']
swingeing	{(swinge)}	['swinge']
swinges	{(swinge)}	['swinge']
swipes	{(swipe)}	['swipe']
swirls	{(swirl)}	['swirl']
swishes	{(swish)}	['swish']
swishing	{(swish)}	['swish']
switzer	{(switzer)}	['switzer']
swivelled	{(swivel)}	['swivel']
swivelling	{(swivel)}	['swivel']
swiz	{(swiz)}	['swiz']
swizzles	{(swizzle)}	['swizzle']
swooned	{(swoon)}	['swoon']
swooning	{(swoon)}	['swoon']
swoons	{(swoon)}	['swoon']
swot	{(swot)}	['swot']
swots	{(swot)}	['swot']
swotted	{(swot)}	['swot']
swotting	{(swot)}	['swot']
sybarite	{(sybarite)}	['sybarite']
sybarites	{(sybarite)}	['sybarite']
sycamores	{(sycamore)}	['sycamore']
sycophant	{(sycophant)}	['sycophant']
sycophants	{(sycophant)}	['sycophant']
sylph	{(sylph)}	['sylph']
sylphs	{(sylph)}	['sylph']
sylvie	{(sylvie)}	['sylvie']
symonds	{(symonds)}	['symonds']
symposia	{(symposia)}	['symposia']
symposiums	{(symposium)}	['symposium']
syncopated	{(syncopate)}	['syncopate']
syncopates	{(syncopate)}	['syncopate']
syndic	{(syndic)}	['syndic']
syndics	{(syndic)}	['syndic']
syndromes	{(syndrome)}	['syndrome']
synod	{(synod)}	['synod']
synods	{(synod)}	['synod']
synopses	{(synopses)}	['synopses']
synoptic	{(synoptic)}	['synoptic']
syphilitic	{(syphilitic)}	['syphilitic']
syringa	{(syringa)}	['syringa']
syringas	{(syringa)}	['syringa']
syringed	{(syringe)}	['syringe']
syringes	{(syringe)}	['syringe']
syrups	{(syrup)}	['syrup']
ta	{(ta)}	['ta']
tableaux	{(tableau)}	['tableau']
tabled	{(table)}	['table']
tabooed	{(taboo)}	['taboo']
tabooing	{(taboo)}	['taboo']
tabor	{(tabor)}	['tabor']
tabors	{(tabor)}	['tabor']
tabula	{(tabula)}	['tabula']
tackled	{(tackle)}	['tackle']
tacks	{(tack)}	['tack']
taffeta	{(taffeta)}	['taffeta']
tailed	{(tail)}	['tail']
tailing	{(tail)}	['tail']
tailoring	{(tailor)}	['tailor']
tailors	{(tailor)}	['tailor']
tainting	{(taint)}	['taint']
taints	{(taint)}	['taint']
takin	{(takin)}	['takin']
talismans	{(talisman)}	['talisman']
tallying	{(tally)}	['tally']
talus	{(talus)}	['talus']
tamales	{(tamale)}	['tamale']
tamarind	{(tamarind)}	['tamarind']
tamarinds	{(tamarind)}	['tamarind']
tambour	{(tambour)}	['tambour']
tambourines	{(tambourine)}	['tambourine']
tambours	{(tambour)}	['tambour']
tamed	{(tame)}	['tame']
tames	{(tame)}	['tame']
tamil	{(tamil)}	['tamil']
tamils	{(tamil)}	['tamil']
sublimated	{(sublimate)}	['sublimate']
sublimates	{(sublimate)}	['sublimate']
suborn	{(suborn)}	['suborn']
suborned	{(suborn)}	['suborn']
suborning	{(suborn)}	['suborn']
suborns	{(suborn)}	['suborn']
subsides	{(subside)}	['subside']
successions	{(succession)}	['succession']
succubus	{(succubus)}	['succubus']
succubuses	{(succubus)}	['succubus']
succumbs	{(succumb)}	['succumb']
suckled	{(suckle)}	['suckle']
suckles	{(suckle)}	['suckle']
sucks	{(suck)}	['suck']
suet	{(suet)}	['suet']
suey	{(suey)}	['suey']
sufficed	{(suffice)}	['suffice']
suffices	{(suffice)}	['suffice']
suffocates	{(suffocate)}	['suffocate']
suffragan	{(suffragan)}	['suffragan']
suffragans	{(suffragan)}	['suffragan']
suffrages	{(suffrage)}	['suffrage']
